#≠VALOR!;;;;;#≠VALOR!;;
15;BOYAC?;15693;SANTA ROSA DE VITERBO;Municipio;-72,982461;5,874547;
15;BOYAC?;15696;SANTA SOF?A;Municipio;-73,602707;5,713269;
15;BOYAC?;15720;SATIVANORTE;Municipio;-72,708458;6,131132;
15;BOYAC?;15723;SATIVASUR;Municipio;-72,712435;6,093183;
15;BOYAC?;15740;SIACHOQUE;Municipio;-73,24466;5,511811;
15;BOYAC?;15753;SOAT?;Municipio;-72,684051;6,331945;
15;BOYAC?;15755;SOCOT?;Municipio;-72,636653;6,041162;
15;BOYAC?;15757;SOCHA;Municipio;-72,691963;5,996717;
15;BOYAC?;15759;SOGAMOSO;Municipio;-72,924355;5,723976;
15;BOYAC?;15761;SOMONDOCO;Municipio;-73,433393;4,985726;
15;BOYAC?;15762;SORA;Municipio;-73,450153;5,56684;
15;BOYAC?;15763;SOTAQUIR?;Municipio;-73,246585;5,764986;
15;BOYAC?;15764;SORAC?;Municipio;-73,332804;5,500898;
15;BOYAC?;15774;SUSAC?N;Municipio;-72,690289;6,230332;
15;BOYAC?;15776;SUTAMARCH?N;Municipio;-73,620536;5,619781;
15;BOYAC?;15778;SUTATENZA;Municipio;-73,452317;5,022989;
15;BOYAC?;15790;TASCO;Municipio;-72,781011;5,909821;
15;BOYAC?;15798;TENZA;Municipio;-73,421176;5,076781;
15;BOYAC?;15804;TIBAN?;Municipio;-73,396457;5,317251;
15;BOYAC?;15806;TIBASOSA;Municipio;-72,999449;5,74723;
15;BOYAC?;15808;TINJAC?;Municipio;-73,646847;5,579713;
15;BOYAC?;15810;TIPACOQUE;Municipio;-72,691729;6,419203;
15;BOYAC?;15814;TOCA;Municipio;-73,184794;5,566464;
15;BOYAC?;15816;TOGö?;Municipio;-73,513655;5,937438;
15;BOYAC?;15820;T?PAGA;Municipio;-72,832245;5,768201;
15;BOYAC?;15822;TOTA;Municipio;-72,985898;5,560497;
15;BOYAC?;15832;TUNUNGU?;Municipio;-73,933155;5,730582;
15;BOYAC?;15835;TURMEQUê;Municipio;-73,491825;5,323261;
15;BOYAC?;15837;TUTA;Municipio;-73,230285;5,689082;
15;BOYAC?;15839;TUTAZ?;Municipio;-72,856035;6,032608;
15;BOYAC?;15842;?MBITA;Municipio;-73,456917;5,221176;
15;BOYAC?;15861;VENTAQUEMADA;Municipio;-73,522368;5,368739;
15;BOYAC?;15879;VIRACACH?;Municipio;-73,296894;5,436833;
15;BOYAC?;15897;ZETAQUIRA;Municipio;-73,17098;5,283443;
17;CALDAS;17001;MANIZALES;Municipio;-75,491025;5,057657;
17;CALDAS;17013;AGUADAS;Municipio;-75,45487;5,610244;
17;CALDAS;17042;ANSERMA;Municipio;-75,784343;5,236471;
17;CALDAS;17050;ARANZAZU;Municipio;-75,49129;5,271195;
17;CALDAS;17088;BELALC?ZAR;Municipio;-75,811918;4,993785;
17;CALDAS;17174;CHINCHIN?;Municipio;-75,607529;4,985227;
17;CALDAS;17272;FILADELFIA;Municipio;-75,562474;5,297091;
17;CALDAS;17380;LA DORADA;Municipio;-74,668819;5,460834;
17;CALDAS;17388;LA MERCED;Municipio;-75,546486;5,39647;
17;CALDAS;17433;MANZANARES;Municipio;-75,152829;5,255699;
17;CALDAS;17442;MARMATO;Municipio;-75,600049;5,47422;
17;CALDAS;17444;MARQUETALIA;Municipio;-75,053097;5,297525;
17;CALDAS;17446;MARULANDA;Municipio;-75,259721;5,284304;
17;CALDAS;17486;NEIRA;Municipio;-75,520006;5,166895;
17;CALDAS;17495;NORCASIA;Municipio;-74,889543;5,574796;
17;CALDAS;17513;P?CORA;Municipio;-75,459621;5,527172;
17;CALDAS;17524;PALESTINA;Municipio;-75,624577;5,017879;
17;CALDAS;17541;PENSILVANIA;Municipio;-75,160299;5,383281;
17;CALDAS;17614;RIOSUCIO;Municipio;-75,702104;5,423673;
17;CALDAS;17616;RISARALDA;Municipio;-75,76722;5,164509;
17;CALDAS;17653;SALAMINA;Municipio;-75,487223;5,403025;
17;CALDAS;17662;SAMAN?;Municipio;-74,992263;5,41308;
17;CALDAS;17665;SAN JOSê;Municipio;-75,792063;5,08231;
17;CALDAS;17777;SUP?A;Municipio;-75,64966;5,446843;
17;CALDAS;17867;VICTORIA;Municipio;-74,911239;5,317437;
17;CALDAS;17873;VILLAMAR?A;Municipio;-75,502487;5,038925;
17;CALDAS;17877;VITERBO;Municipio;-75,87061;5,062664;
18;CAQUET?;18001;FLORENCIA;Municipio;-75,609831;1,618196;
18;CAQUET?;18029;ALBANIA;Municipio;-75,878375;1,328526;
18;CAQUET?;18094;BELêN DE LOS ANDAQU?ES;Municipio;-75,872405;1,415812;
18;CAQUET?;18150;CARTAGENA DEL CHAIR?;Municipio;-74,847867;1,332371;
18;CAQUET?;18205;CURILLO;Municipio;-75,919205;1,033473;
18;CAQUET?;18247;EL DONCELLO;Municipio;-75,283631;1,679951;
18;CAQUET?;18256;EL PAUJ?L;Municipio;-75,326093;1,570226;
18;CAQUET?;18410;LA MONTA•ITA;Municipio;-75,436408;1,479173;
18;CAQUET?;18460;MIL?N;Municipio;-75,506926;1,29021;
18;CAQUET?;18479;MORELIA;Municipio;-75,724146;1,486611;
18;CAQUET?;18592;PUERTO RICO;Municipio;-75,157604;1,909063;
18;CAQUET?;18610;SAN JOSê DEL FRAGUA;Municipio;-75,973796;1,330266;
18;CAQUET?;18753;SAN VICENTE DEL CAGU?N;Municipio;-74,767894;2,119413;
18;CAQUET?;18756;SOLANO;Municipio;-75,253702;0,699077;
18;CAQUET?;18785;SOLITA;Municipio;-75,619902;0,87654;
18;CAQUET?;18860;VALPARA?SO;Municipio;-75,70671;1,194619;
19;CAUCA;19001;POPAY?N;Municipio;-76,599377;2,459641;
19;CAUCA;19022;ALMAGUER;Municipio;-76,85607;1,913429;
19;CAUCA;19050;ARGELIA;Municipio;-77,24905;2,257427;
19;CAUCA;19075;BALBOA;Municipio;-77,215773;2,040998;
19;CAUCA;19100;BOL?VAR;Municipio;-76,966215;1,837538;
19;CAUCA;19110;BUENOS AIRES;Municipio;-76,642238;3,015382;
19;CAUCA;19130;CAJIB?O;Municipio;-76,570682;2,623371;
19;CAUCA;19137;CALDONO;Municipio;-76,484319;2,798059;
19;CAUCA;19142;CALOTO;Municipio;-76,408941;3,034531;
19;CAUCA;19212;CORINTO;Municipio;-76,261866;3,173854;
19;CAUCA;19256;EL TAMBO;Municipio;-76,810911;2,451409;
19;CAUCA;19290;FLORENCIA;Municipio;-77,072547;1,682535;
19;CAUCA;19300;GUACHENê;Municipio;-76,392189;3,134153;
19;CAUCA;19318;GUAPI;Municipio;-77,88797;2,571337;
19;CAUCA;19355;INZ?;Municipio;-76,063503;2,549183;
19;CAUCA;19364;JAMBAL?;Municipio;-76,323877;2,777834;
19;CAUCA;19392;LA SIERRA;Municipio;-76,763278;2,179383;
19;CAUCA;19397;LA VEGA;Municipio;-76,778771;2,001803;
19;CAUCA;19418;L?PEZ DE MICAY;Municipio;-77,247803;2,846788;
19;CAUCA;19450;MERCADERES;Municipio;-77,164319;1,789193;
19;CAUCA;19455;MIRANDA;Municipio;-76,228722;3,254651;
19;CAUCA;19473;MORALES;Municipio;-76,629106;2,754684;
19;CAUCA;19513;PADILLA;Municipio;-76,313265;3,220984;
19;CAUCA;19517;P?EZ;Municipio;-75,970685;2,645724;
19;CAUCA;19532;PAT?A;Municipio;-76,981075;2,115875;
19;CAUCA;19533;PIAMONTE;Municipio;-76,327588;1,11754;
19;CAUCA;19548;PIENDAM? - TUN?A;Municipio;-76,528615;2,64228;
19;CAUCA;19573;PUERTO TEJADA;Municipio;-76,417673;3,233254;
19;CAUCA;19585;PURACê;Municipio;-76,496698;2,341507;
19;CAUCA;19622;ROSAS;Municipio;-76,740336;2,260941;
19;CAUCA;19693;SAN SEBASTI?N;Municipio;-76,769467;1,838451;
19;CAUCA;19698;SANTANDER DE QUILICHAO;Municipio;-76,485141;3,015008;
19;CAUCA;19701;SANTA ROSA;Municipio;-76,573252;1,700916;
19;CAUCA;19743;SILVIA;Municipio;-76,379753;2,611927;
19;CAUCA;19760;SOTAR? - PAISPAMBA;Municipio;-76,613365;2,253156;
19;CAUCA;19780;SU?REZ;Municipio;-76,69357;2,959785;
19;CAUCA;19785;SUCRE;Municipio;-76,926279;2,038237;
19;CAUCA;19807;TIMB?O;Municipio;-76,684476;2,349686;
19;CAUCA;19809;TIMBIQU?;Municipio;-77,667541;2,777312;
19;CAUCA;19821;TORIB?O;Municipio;-76,270284;2,953017;
19;CAUCA;19824;TOTOR?;Municipio;-76,403628;2,510252;
19;CAUCA;19845;VILLA RICA;Municipio;-76,458025;3,17762;
20;CESAR;20001;VALLEDUPAR;Municipio;-73,259398;10,460472;
20;CESAR;20011;AGUACHICA;Municipio;-73,614027;8,306811;
20;CESAR;20013;AGUST?N CODAZZI;Municipio;-73,238389;10,040454;
20;CESAR;20032;ASTREA;Municipio;-73,975842;9,498062;
20;CESAR;20045;BECERRIL;Municipio;-73,278707;9,704404;
20;CESAR;20060;BOSCONIA;Municipio;-73,888761;9,975098;
20;CESAR;20175;CHIMICHAGUA;Municipio;-73,813278;9,25875;
20;CESAR;20178;CHIRIGUAN?;Municipio;-73,599913;9,361058;
20;CESAR;20228;CURUMAN?;Municipio;-73,540843;9,201716;
20;CESAR;20238;EL COPEY;Municipio;-73,962703;10,149883;
20;CESAR;20250;EL PASO;Municipio;-73,742012;9,668461;
20;CESAR;20295;GAMARRA;Municipio;-73,737558;8,324793;
20;CESAR;20310;GONZ?LEZ;Municipio;-73,38004;8,389604;
20;CESAR;20383;LA GLORIA;Municipio;-73,80321;8,619298;
20;CESAR;20400;LA JAGUA DE IBIRICO;Municipio;-73,334143;9,563752;
20;CESAR;20443;MANAURE BALC?N DEL CESAR;Municipio;-73,029472;10,390776;
20;CESAR;20517;PAILITAS;Municipio;-73,625825;8,959399;
20;CESAR;20550;PELAYA;Municipio;-73,666735;8,689451;
20;CESAR;20570;PUEBLO BELLO;Municipio;-73,586211;10,417321;
20;CESAR;20614;R?O DE ORO;Municipio;-73,386393;8,292292;
20;CESAR;20621;LA PAZ;Municipio;-73,171365;10,387552;
20;CESAR;20710;SAN ALBERTO;Municipio;-73,393889;7,76111;
20;CESAR;20750;SAN DIEGO;Municipio;-73,181208;10,333039;
20;CESAR;20770;SAN MART?N;Municipio;-73,510914;7,999855;
20;CESAR;20787;TAMALAMEQUE;Municipio;-73,812172;8,861725;
23;C?RDOBA;23001;MONTER?A;Municipio;-75,873096;8,759789;
23;C?RDOBA;23068;AYAPEL;Municipio;-75,146048;8,313838;
23;C?RDOBA;23079;BUENAVISTA;Municipio;-75,480897;8,221187;
23;C?RDOBA;23090;CANALETE;Municipio;-76,241476;8,786939;
23;C?RDOBA;23162;CERETê;Municipio;-75,796093;8,888532;
23;C?RDOBA;23168;CHIM?;Municipio;-75,626886;9,149698;
23;C?RDOBA;23182;CHIN?;Municipio;-75,399633;9,105473;
23;C?RDOBA;23189;CIêNAGA DE ORO;Municipio;-75,620807;8,875794;
23;C?RDOBA;23300;COTORRA;Municipio;-75,799216;9,037163;
23;C?RDOBA;23350;LA APARTADA;Municipio;-75,336031;8,050125;
23;C?RDOBA;23417;LORICA;Municipio;-75,816084;9,240789;
23;C?RDOBA;23419;LOS C?RDOBAS;Municipio;-76,35518;8,892098;
23;C?RDOBA;23464;MOMIL;Municipio;-75,67796;9,240707;
23;C?RDOBA;23466;MONTEL?BANO;Municipio;-75,416818;7,973777;
23;C?RDOBA;23500;MO•ITOS;Municipio;-76,1291;9,245223;
23;C?RDOBA;23555;PLANETA RICA;Municipio;-75,583241;8,4082;
23;C?RDOBA;23570;PUEBLO NUEVO;Municipio;-75,508035;8,504099;
23;C?RDOBA;23574;PUERTO ESCONDIDO;Municipio;-76,260411;9,005372;
23;C?RDOBA;23580;PUERTO LIBERTADOR;Municipio;-75,671761;7,888859;
23;C?RDOBA;23586;PUR?SIMA DE LA CONCEPCI?N;Municipio;-75,724987;9,239295;
23;C?RDOBA;23660;SAHAG?N;Municipio;-75,445834;8,943048;
23;C?RDOBA;23670;SAN ANDRêS DE SOTAVENTO;Municipio;-75,50879;9,145448;
23;C?RDOBA;23672;SAN ANTERO;Municipio;-75,76112;9,376434;
23;C?RDOBA;23675;SAN BERNARDO DEL VIENTO;Municipio;-75,955107;9,35247;
23;C?RDOBA;23678;SAN CARLOS;Municipio;-75,698799;8,799282;
23;C?RDOBA;23682;SAN JOSê DE URê;Municipio;-75,533476;7,787303;
23;C?RDOBA;23686;SAN PELAYO;Municipio;-75,835615;8,958436;
23;C?RDOBA;23807;TIERRALTA;Municipio;-76,059797;8,170612;
23;C?RDOBA;23815;TUCH?N;Municipio;-75,553962;9,186625;
23;C?RDOBA;23855;VALENCIA;Municipio;-76,150756;8,255016;
25;CUNDINAMARCA;25001;AGUA DE DIOS;Municipio;-74,669221;4,375309;
25;CUNDINAMARCA;25019;ALB?N;Municipio;-74,438261;4,878022;
25;CUNDINAMARCA;25035;ANAPOIMA;Municipio;-74,528676;4,562737;
25;CUNDINAMARCA;25040;ANOLAIMA;Municipio;-74,46384;4,7617;
25;CUNDINAMARCA;25053;ARBEL?EZ;Municipio;-74,414901;4,272534;
25;CUNDINAMARCA;25086;BELTR?N;Municipio;-74,741666;4,802832;
25;CUNDINAMARCA;25095;BITUIMA;Municipio;-74,539609;4,872171;
25;CUNDINAMARCA;25099;BOJAC?;Municipio;-74,344594;4,737205;
25;CUNDINAMARCA;25120;CABRERA;Municipio;-74,484549;3,985164;
25;CUNDINAMARCA;25123;CACHIPAY;Municipio;-74,435711;4,730957;
25;CUNDINAMARCA;25126;CAJIC?;Municipio;-74,02298;4,920009;
25;CUNDINAMARCA;25148;CAPARRAP?;Municipio;-74,491045;5,34758;
25;CUNDINAMARCA;25151;C?QUEZA;Municipio;-73,946473;4,404112;
25;CUNDINAMARCA;25154;CARMEN DE CARUPA;Municipio;-73,901357;5,349119;
25;CUNDINAMARCA;25168;CHAGUAN?;Municipio;-74,593455;4,948916;
25;CUNDINAMARCA;25175;CH?A;Municipio;-74,05;4,866508;
25;CUNDINAMARCA;25178;CHIPAQUE;Municipio;-74,044876;4,442671;
25;CUNDINAMARCA;25181;CHOACH?;Municipio;-73,922894;4,527048;
25;CUNDINAMARCA;25183;CHOCONT?;Municipio;-73,683533;5,145224;
25;CUNDINAMARCA;25200;COGUA;Municipio;-73,978497;5,061842;
25;CUNDINAMARCA;25214;COTA;Municipio;-74,102569;4,812564;
25;CUNDINAMARCA;25224;CUCUNUB?;Municipio;-73,766113;5,249795;
25;CUNDINAMARCA;25245;EL COLEGIO;Municipio;-74,442261;4,577951;
25;CUNDINAMARCA;25258;EL PE•?N;Municipio;-74,290207;5,248747;
25;CUNDINAMARCA;25260;EL ROSAL;Municipio;-74,263103;4,850589;
25;CUNDINAMARCA;25269;FACATATIV?;Municipio;-74,350085;4,813353;
25;CUNDINAMARCA;25279;F?MEQUE;Municipio;-73,892523;4,485474;
25;CUNDINAMARCA;25281;FOSCA;Municipio;-73,93902;4,339093;
25;CUNDINAMARCA;25286;FUNZA;Municipio;-74,201528;4,710412;
25;CUNDINAMARCA;25288;F?QUENE;Municipio;-73,795855;5,403997;
25;CUNDINAMARCA;25290;FUSAGASUG?;Municipio;-74,37543;4,336723;
25;CUNDINAMARCA;25293;GACHAL?;Municipio;-73,520161;4,693579;
25;CUNDINAMARCA;25295;GACHANCIP?;Municipio;-73,873464;4,990947;
25;CUNDINAMARCA;25297;GACHET?;Municipio;-73,636377;4,816411;
25;CUNDINAMARCA;25299;GAMA;Municipio;-73,611037;4,763325;
25;CUNDINAMARCA;25307;GIRARDOT;Municipio;-74,798201;4,313069;
25;CUNDINAMARCA;25312;GRANADA;Municipio;-74,350766;4,519763;
25;CUNDINAMARCA;25317;GUACHET?;Municipio;-73,686972;5,383378;
25;CUNDINAMARCA;25320;GUADUAS;Municipio;-74,603402;5,072076;
25;CUNDINAMARCA;25322;GUASCA;Municipio;-73,877143;4,866719;
25;CUNDINAMARCA;25324;GUATAQU?;Municipio;-74,790058;4,517517;
25;CUNDINAMARCA;25326;GUATAVITA;Municipio;-73,83293;4,935211;
25;CUNDINAMARCA;25328;GUAYABAL DE S?QUIMA;Municipio;-74,467437;4,877968;
25;CUNDINAMARCA;25335;GUAYABETAL;Municipio;-73,815107;4,215306;
25;CUNDINAMARCA;25339;GUTIêRREZ;Municipio;-74,003042;4,254679;
25;CUNDINAMARCA;25368;JERUSALêN;Municipio;-74,695474;4,562273;
25;CUNDINAMARCA;25372;JUN?N;Municipio;-73,662961;4,79057;
25;CUNDINAMARCA;25377;LA CALERA;Municipio;-73,968161;4,721104;
25;CUNDINAMARCA;25386;LA MESA;Municipio;-74,461588;4,631028;
25;CUNDINAMARCA;25394;LA PALMA;Municipio;-74,391022;5,358816;
25;CUNDINAMARCA;25398;LA PE•A;Municipio;-74,394105;5,198945;
25;CUNDINAMARCA;25402;LA VEGA;Municipio;-74,336885;4,997768;
25;CUNDINAMARCA;25407;LENGUAZAQUE;Municipio;-73,711512;5,306131;
25;CUNDINAMARCA;25426;MACHET?;Municipio;-73,608226;5,08007;
25;CUNDINAMARCA;25430;MADRID;Municipio;-74,265854;4,732791;
25;CUNDINAMARCA;25436;MANTA;Municipio;-73,540444;5,009008;
25;CUNDINAMARCA;25438;MEDINA;Municipio;-73,348449;4,506298;
25;CUNDINAMARCA;25473;MOSQUERA;Municipio;-74,221154;4,70653;
25;CUNDINAMARCA;25483;NARI•O;Municipio;-74,824732;4,399837;
25;CUNDINAMARCA;25486;NEMOC?N;Municipio;-73,877888;5,068705;
25;CUNDINAMARCA;25488;NILO;Municipio;-74,620009;4,305838;
25;CUNDINAMARCA;25489;NIMAIMA;Municipio;-74,38604;5,125992;
25;CUNDINAMARCA;25491;NOCAIMA;Municipio;-74,379093;5,069466;
25;CUNDINAMARCA;25506;VENECIA;Municipio;-74,478301;4,089056;
25;CUNDINAMARCA;25513;PACHO;Municipio;-74,156132;5,136907;
25;CUNDINAMARCA;25518;PAIME;Municipio;-74,152213;5,370487;
25;CUNDINAMARCA;25524;PANDI;Municipio;-74,486641;4,190393;
25;CUNDINAMARCA;25530;PARATEBUENO;Municipio;-73,212825;4,374832;
25;CUNDINAMARCA;25535;PASCA;Municipio;-74,302276;4,308979;
25;CUNDINAMARCA;25572;PUERTO SALGAR;Municipio;-74,653695;5,465413;
25;CUNDINAMARCA;25580;PUL?;Municipio;-74,71438;4,682022;
25;CUNDINAMARCA;25592;QUEBRADANEGRA;Municipio;-74,48014;5,118076;
25;CUNDINAMARCA;25594;QUETAME;Municipio;-73,863214;4,329884;
25;CUNDINAMARCA;25596;QUIPILE;Municipio;-74,533705;4,74481;
25;CUNDINAMARCA;25599;APULO;Municipio;-74,593926;4,520304;
25;CUNDINAMARCA;25612;RICAURTE;Municipio;-74,772861;4,282113;
25;CUNDINAMARCA;25645;SAN ANTONIO DEL TEQUENDAMA;Municipio;-74,351443;4,616138;
25;CUNDINAMARCA;25649;SAN BERNARDO;Municipio;-74,42296;4,179433;
25;CUNDINAMARCA;25653;SAN CAYETANO;Municipio;-74,024754;5,332938;
25;CUNDINAMARCA;25658;SAN FRANCISCO;Municipio;-74,289672;4,972917;
25;CUNDINAMARCA;25662;SAN JUAN DE RIOSECO;Municipio;-74,621919;4,847575;
25;CUNDINAMARCA;25718;SASAIMA;Municipio;-74,432628;4,962167;
25;CUNDINAMARCA;25736;SESQUILê;Municipio;-73,796099;5,04476;
25;CUNDINAMARCA;25740;SIBATê;Municipio;-74,257874;4,492625;
25;CUNDINAMARCA;25743;SILVANIA;Municipio;-74,405534;4,381981;
25;CUNDINAMARCA;25745;SIMIJACA;Municipio;-73,850703;5,505231;
25;CUNDINAMARCA;25754;SOACHA;Municipio;-74,215463;4,579268;
25;CUNDINAMARCA;25758;SOP?;Municipio;-73,943328;4,915395;
25;CUNDINAMARCA;25769;SUBACHOQUE;Municipio;-74,172773;4,929118;
25;CUNDINAMARCA;25772;SUESCA;Municipio;-73,798227;5,103495;
25;CUNDINAMARCA;25777;SUPAT?;Municipio;-74,235403;5,06162;
25;CUNDINAMARCA;25779;SUSA;Municipio;-73,813938;5,455291;
25;CUNDINAMARCA;25781;SUTATAUSA;Municipio;-73,853159;5,247482;
25;CUNDINAMARCA;25785;TABIO;Municipio;-74,096461;4,916832;
25;CUNDINAMARCA;25793;TAUSA;Municipio;-73,887813;5,196333;
25;CUNDINAMARCA;25797;TENA;Municipio;-74,389193;4,655286;
25;CUNDINAMARCA;25799;TENJO;Municipio;-74,143724;4,872014;
25;CUNDINAMARCA;25805;TIBACUY;Municipio;-74,452662;4,348605;
25;CUNDINAMARCA;25807;TIBIRITA;Municipio;-73,504514;5,052278;
25;CUNDINAMARCA;25815;TOCAIMA;Municipio;-74,636296;4,459279;
25;CUNDINAMARCA;25817;TOCANCIP?;Municipio;-73,91207;4,964641;
25;CUNDINAMARCA;25823;TOPAIP?;Municipio;-74,300626;5,336224;
25;CUNDINAMARCA;25839;UBAL?;Municipio;-73,531489;4,74762;
25;CUNDINAMARCA;25841;UBAQUE;Municipio;-73,933477;4,483788;
25;CUNDINAMARCA;25843;VILLA DE SAN DIEGO DE UBATê;Municipio;-73,814367;5,307463;
25;CUNDINAMARCA;25845;UNE;Municipio;-74,025183;4,40245;
25;CUNDINAMARCA;25851;?TICA;Municipio;-74,483154;5,19055;
25;CUNDINAMARCA;25862;VERGARA;Municipio;-74,346163;5,117258;
25;CUNDINAMARCA;25867;VIAN?;Municipio;-74,56132;4,875208;
25;CUNDINAMARCA;25871;VILLAG?MEZ;Municipio;-74,195145;5,273024;
25;CUNDINAMARCA;25873;VILLAPINZ?N;Municipio;-73,595704;5,216393;
25;CUNDINAMARCA;25875;VILLETA;Municipio;-74,469686;5,012754;
25;CUNDINAMARCA;25878;VIOT?;Municipio;-74,523131;4,43935;
25;CUNDINAMARCA;25885;YACOP?;Municipio;-74,33806;5,459272;
25;CUNDINAMARCA;25898;ZIPAC?N;Municipio;-74,379566;4,759932;
